id_lims,matrice,analita,parametro,livello,minimo,massimo,valore_misurato,udm
Tx26a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.2,,,0.191,ng/kg
Tx27a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.2,,,0.182,ng/kg
Tx28a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.2,,,0.211,ng/kg
Tx2xa-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.970,ng/kg
Tx30a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.870,ng/kg
Tx31a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.820,ng/kg
Tx32a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,1.020,ng/kg
Tx33a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.800,ng/kg
Tx34a-2025,terreno,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,1.040,ng/kg
,sedimento,"1,2,3,4,6,7,8-HpCDD",LOQ,,,,0.2,ng/kg
,sedimento,"1,2,3,4,6,7,8-HpCDD",Intervallo di lavoro,,0.2,150,,ng/ml
,sedimento,"1,2,3,4,6,7,8-HpCDD",Intervallo di lavoro,,0.4,300,,ng/kg
,sedimento,"1,2,3,4,6,7,8-HpCDD",Intervallo di linearità,,0.2,150,,ng/ml
,sedimento,"1,2,3,4,6,7,8-HpCDD",Intervallo di linearità,,0.4,300,,ng/kg
Sx23i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.4,,,0.414,ng/kg
Sx24i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.4,,,0.385,ng/kg
Sx25i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.4,,,0.405,ng/kg
Sx26i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.4,,,0.391,ng/kg
Sx27i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.4,,,0.382,ng/kg
Sx28i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,0.4,,,0.411,ng/kg
Sx2xi-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.970,ng/kg
Sx30i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.870,ng/kg
Sx31i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.820,ng/kg
Sx32i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,1.020,ng/kg
Sx33i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,0.800,ng/kg
Sx34i-2025,sedimento,"1,2,3,4,6,7,8-HpCDD",Precisione ed giustezza,1,,,1.040,ng/kg
,terreno,"1,2,3,4,6,7,8-HpCDF",LOQ,,,,0.2,ng/kg
,terreno,"1,2,3,4,6,7,8-HpCDF",Intervallo di lavoro,,0.1,200,,ng/ml
,terreno,"1,2,3,4,6,7,8-HpCDF",Intervallo di lavoro,,0.2,400,,ng/kg
,terreno,"1,2,3,4,6,7,8-HpCDF",Intervallo di linearità,,0.1,200,,ng/ml
,terreno,"1,2,3,4,6,7,8-HpCDF",Intervallo di linearità,,0.2,400,,ng/kg
Tx23a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.2,,,0.186,ng/kg
Tx24a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.2,,,0.203,ng/kg
Tx25a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.2,,,0.210,ng/kg
Tx26a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.2,,,0.208,ng/kg
Tx27a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.2,,,0.193,ng/kg
Tx28a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.2,,,0.188,ng/kg
Tx2xa-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.976,ng/kg
Tx30a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.904,ng/kg
Tx31a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.854,ng/kg
Tx32a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.868,ng/kg
Tx33a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,1.030,ng/kg
Tx34a-2025,terreno,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,1.010,ng/kg
,sedimento,"1,2,3,4,6,7,8-HpCDF",LOQ,,,,0.2,ng/kg
,sedimento,"1,2,3,4,6,7,8-HpCDF",Intervallo di lavoro,,0.2,150,,ng/ml
,sedimento,"1,2,3,4,6,7,8-HpCDF",Intervallo di lavoro,,0.4,300,,ng/kg
,sedimento,"1,2,3,4,6,7,8-HpCDF",Intervallo di linearità,,0.2,150,,ng/ml
,sedimento,"1,2,3,4,6,7,8-HpCDF",Intervallo di linearità,,0.4,300,,ng/kg
Sx23i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.4,,,0.386,ng/kg
Sx24i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.4,,,0.403,ng/kg
Sx25i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.4,,,0.410,ng/kg
Sx26i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.4,,,0.408,ng/kg
Sx27i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.4,,,0.393,ng/kg
Sx28i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,0.4,,,0.388,ng/kg
Sx2xi-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.976,ng/kg
Sx30i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.904,ng/kg
Sx31i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.854,ng/kg
Sx32i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,0.868,ng/kg
Sx33i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,1.030,ng/kg
Sx34i-2025,sedimento,"1,2,3,4,6,7,8-HpCDF",Precisione ed giustezza,1,,,1.010,ng/kg
,terreno,"1,2,3,4,7,8,9-HpCDF",LOQ,,,,0.2,ng/kg
,terreno,"1,2,3,4,7,8,9-HpCDF",Intervallo di lavoro,,0.1,200,,ng/ml
,terreno,"1,2,3,4,7,8,9-HpCDF",Intervallo di lavoro,,0.2,400,,ng/kg
,terreno,"1,2,3,4,7,8,9-HpCDF",Intervallo di linearità,,0.1,200,,ng/ml
,terreno,"1,2,3,4,7,8,9-HpCDF",Intervallo di linearità,,0.2,400,,ng/kg
Tx23a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.2,,,0.206,ng/kg
Tx24a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.2,,,0.175,ng/kg
Tx25a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.2,,,0.209,ng/kg
Tx26a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.2,,,0.178,ng/kg
Tx27a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.2,,,0.185,ng/kg
Tx28a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.2,,,0.199,ng/kg
Tx2xa-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,1.010,ng/kg
Tx30a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.968,ng/kg
Tx31a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.873,ng/kg
Tx32a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.912,ng/kg
Tx33a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.996,ng/kg
Tx34a-2025,terreno,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.884,ng/kg
,sedimento,"1,2,3,4,7,8,9-HpCDF",LOQ,,,,0.2,ng/kg
,sedimento,"1,2,3,4,7,8,9-HpCDF",Intervallo di lavoro,,0.2,150,,ng/ml
,sedimento,"1,2,3,4,7,8,9-HpCDF",Intervallo di lavoro,,0.4,300,,ng/kg
,sedimento,"1,2,3,4,7,8,9-HpCDF",Intervallo di linearità,,0.2,150,,ng/ml
,sedimento,"1,2,3,4,7,8,9-HpCDF",Intervallo di linearità,,0.4,300,,ng/kg
Sx23i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.4,,,0.406,ng/kg
Sx24i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.4,,,0.375,ng/kg
Sx25i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.4,,,0.409,ng/kg
Sx26i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.4,,,0.378,ng/kg
Sx27i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.4,,,0.385,ng/kg
Sx28i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,0.4,,,0.399,ng/kg
Sx2xi-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,1.010,ng/kg
Sx30i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.968,ng/kg
Sx31i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.873,ng/kg
Sx32i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.912,ng/kg
Sx33i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.996,ng/kg
Sx34i-2025,sedimento,"1,2,3,4,7,8,9-HpCDF",Precisione ed giustezza,1,,,0.884,ng/kg
,terreno,OCDD,LOQ,,,,0.4,ng/kg
,terreno,OCDD,Intervallo di lavoro,,0.2,400,,ng/ml
,terreno,OCDD,Intervallo di lavoro,,0.4,800,,ng/kg
,terreno,OCDD,Intervallo di linearità,,0.2,400,,ng/ml
,terreno,OCDD,Intervallo di linearità,,0.4,800,,ng/kg
Tx23a-2025,terreno,OCDD,Precisione ed giustezza,0.4,,,0.456,ng/kg
Tx24a-2025,terreno,OCDD,Precisione ed giustezza,0.4,,,0.368,ng/kg
Tx25a-2025,terreno,OCDD,Precisione ed giustezza,0.4,,,0.430,ng/kg
Tx26a-2025,terreno,OCDD,Precisione ed giustezza,0.4,,,0.394,ng/kg
Tx27a-2025,terreno,OCDD,Precisione ed giustezza,0.4,,,0.376,ng/kg
Tx28a-2025,terreno,OCDD,Precisione ed giustezza,0.4,,,0.448,ng/kg
Tx2xa-2025,terreno,OCDD,Precisione ed giustezza,2,,,1.640,ng/kg
Tx30a-2025,terreno,OCDD,Precisione ed giustezza,2,,,2.160,ng/kg
Tx31a-2025,terreno,OCDD,Precisione ed giustezza,2,,,1.680,ng/kg
Tx32a-2025,terreno,OCDD,Precisione ed giustezza,2,,,2.010,ng/kg
Tx33a-2025,terreno,OCDD,Precisione ed giustezza,2,,,1.790,ng/kg
Tx34a-2025,terreno,OCDD,Precisione ed giustezza,2,,,2.120,ng/kg
,sedimento,OCDD,LOQ,,,,0.4,ng/kg
,sedimento,OCDD,Intervallo di lavoro,,0.2,150,,ng/ml
,sedimento,OCDD,Intervallo di lavoro,,0.4,300,,ng/kg
,sedimento,OCDD,Intervallo di linearità,,0.2,150,,ng/ml
,sedimento,OCDD,Intervallo di linearità,,0.4,300,,ng/kg
Sx23i-2025,sedimento,OCDD,Precisione ed giustezza,0.4,,,0.456,ng/kg
Sx24i-2025,sedimento,OCDD,Precisione ed giustezza,0.4,,,0.368,ng/kg
Sx25i-2025,sedimento,OCDD,Precisione ed giustezza,0.4,,,0.430,ng/kg
Sx26i-2025,sedimento,OCDD,Precisione ed giustezza,0.4,,,0.394,ng/kg
Sx27i-2025,sedimento,OCDD,Precisione ed giustezza,0.4,,,0.376,ng/kg
Sx28i-2025,sedimento,OCDD,Precisione ed giustezza,0.4,,,0.448,ng/kg
Sx2xi-2025,sedimento,OCDD,Precisione ed giustezza,2,,,1.640,ng/kg
Sx30i-2025,sedimento,OCDD,Precisione ed giustezza,2,,,2.160,ng/kg
Sx31i-2025,sedimento,OCDD,Precisione ed giustezza,2,,,1.680,ng/kg
Sx32i-2025,sedimento,OCDD,Precisione ed giustezza,2,,,2.010,ng/kg
Sx33i-2025,sedimento,OCDD,Precisione ed giustezza,2,,,1.790,ng/kg
Sx34i-2025,sedimento,OCDD,Precisione ed giustezza,2,,,2.120,ng/kg
,terreno,OCDF,LOQ,,,,0.4,ng/kg
,terreno,OCDF,Intervallo di lavoro,,0.2,400,,ng/ml
,terreno,OCDF,Intervallo di lavoro,,0.4,800,,ng/kg
,terreno,OCDF,Intervallo di linearità,,0.2,400,,ng/ml
,terreno,OCDF,Intervallo di linearità,,0.4,800,,ng/kg
Tx23a-2025,terreno,OCDF,Precisione ed giustezza,0.4,,,0.381,ng/kg
Tx24a-2025,terreno,OCDF,Precisione ed giustezza,0.4,,,0.395,ng/kg
Tx25a-2025,terreno,OCDF,Precisione ed giustezza,0.4,,,0.372,ng/kg
Tx26a-2025,terreno,OCDF,Precisione ed giustezza,0.4,,,0.404,ng/kg
Tx27a-2025,terreno,OCDF,Precisione ed giustezza,0.4,,,0.375,ng/kg
Tx28a-2025,terreno,OCDF,Precisione ed giustezza,0.4,,,0.401,ng/kg
Tx2xa-2025,terreno,OCDF,Precisione ed giustezza,2,,,1.75,ng/kg
Tx30a-2025,terreno,OCDF,Precisione ed giustezza,2,,,1.97,ng/kg
Tx31a-2025,terreno,OCDF,Precisione ed giustezza,2,,,1.91,ng/kg
Tx32a-2025,terreno,OCDF,Precisione ed giustezza,2,,,1.99,ng/kg
Tx33a-2025,terreno,OCDF,Precisione ed giustezza,2,,,1.81,ng/kg
Tx34a-2025,terreno,OCDF,Precisione ed giustezza,2,,,1.73,ng/kg
,sedimento,OCDF,LOQ,,,,0.4,ng/kg
,sedimento,OCDF,Intervallo di lavoro,,0.2,150,,ng/ml
,sedimento,OCDF,Intervallo di lavoro,,0.4,300,,ng/kg
,sedimento,OCDF,Intervallo di linearità,,0.2,150,,ng/ml
,sedimento,OCDF,Intervallo di linearità,,0.4,300,,ng/kg
Sx23i-2025,sedimento,OCDF,Precisione ed giustezza,0.4,,,0.381,ng/kg
Sx24i-2025,sedimento,OCDF,Precisione ed giustezza,0.4,,,0.395,ng/kg
Sx25i-2025,sedimento,OCDF,Precisione ed giustezza,0.4,,,0.372,ng/kg
Sx26i-2025,sedimento,OCDF,Precisione ed giustezza,0.4,,,0.404,ng/kg
Sx27i-2025,sedimento,OCDF,Precisione ed giustezza,0.4,,,0.375,ng/kg
Sx28i-2025,sedimento,OCDF,Precisione ed giustezza,0.4,,,0.401,ng/kg
Sx2xi-2025,sedimento,OCDF,Precisione ed giustezza,2,,,1.75,ng/kg
Sx30i-2025,sedimento,OCDF,Precisione ed giustezza,2,,,1.97,ng/kg
Sx31i-2025,sedimento,OCDF,Precisione ed giustezza,2,,,1.91,ng/kg
Sx32i-2025,sedimento,OCDF,Precisione ed giustezza,2,,,1.99,ng/kg
Sx33i-2025,sedimento,OCDF,Precisione ed giustezza,2,,,1.81,ng/kg
Sx34i-2025,sedimento,OCDF,Precisione ed giustezza,2,,,1.73,ng/kg
,terreno,I-TEQ-PCDD/F,LOQ,,,,0.4,ng/kg
,terreno,I-TEQ-PCDD/F,Intervallo di lavoro,,0.4,802,,ng/kg
Tx23a-2025,terreno,I-TEQ-PCDD/F,Precisione ed giustezza,0.401,,,0.415,ng/kg
Tx24a-2025,terreno,I-TEQ-PCDD/F,Precisione ed giustezza,0.401,,,0.410,ng/kg
Tx25a-2025,terreno,I-TEQ-PCDD/F,Precisione ed giustezza,0.401,,,0.400,ng/kg
Tx26a-2025,terreno,I-TEQ-PCDD/F,Precisione ed giustezza,0.401,,,0.393,ng/kg
Tx27a-2025,terreno,I-TEQ-PCDD/F,Precisione ed giustezza,0.401,,,0.417,ng/kg
Tx28a-2025,terreno,I-TEQ-PCDD/F,Precisione ed giustezza,0.401,,,0.395,ng/kg
Tx2xa-2025,terreno,I-TEQ-PCDD/F,Precisione ed giustezza,2.004,,,2.07,ng/kg
Tx30a-2025,terreno,I-TEQ-PCDD/F,Precisione ed giustezza,2.004,,,1.89,ng/kg
Tx31a-2025,terreno,I-TEQ-PCDD/F,Precisione ed giustezza,2.004,,,1.84,ng/kg
Tx32a-2025,terreno,I-TEQ-PCDD/F,Precisione ed giustezza,2.004,,,2.00,ng/kg
Tx33a-2025,terreno,I-TEQ-PCDD/F,Precisione ed giustezza,2.004,,,1.82,ng/kg
Tx34a-2025,terreno,I-TEQ-PCDD/F,Precisione ed giustezza,2.004,,,2.05,ng/kg
,sedimento,I-TEQ-PCDD/F,LOQ,,,,0.4,ng/kg
,sedimento,I-TEQ-PCDD/F,Intervallo di lavoro,,0.4,692,,ng/kg
Sx23i-2025,sedimento,I-TEQ-PCDD/F,Precisione ed giustezza,0.398,,,0.415,ng/kg
Sx24i-2025,sedimento,I-TEQ-PCDD/F,Precisione ed giustezza,0.398,,,0.410,ng/kg
Sx25i-2025,sedimento,I-TEQ-PCDD/F,Precisione ed giustezza,0.398,,,0.400,ng/kg
Sx26i-2025,sedimento,I-TEQ-PCDD/F,Precisione ed giustezza,0.398,,,0.393,ng/kg
Sx27i-2025,sedimento,I-TEQ-PCDD/F,Precisione ed giustezza,0.398,,,0.417,ng/kg
Sx28i-2025,sedimento,I-TEQ-PCDD/F,Precisione ed giustezza,0.398,,,0.395,ng/kg
Sx2xi-2025,sedimento,I-TEQ-PCDD/F,Precisione ed giustezza,1.984,,,2.07,ng/kg
Sx30i-2025,sedimento,I-TEQ-PCDD/F,Precisione ed giustezza,1.984,,,1.89,ng/kg
Sx31i-2025,sedimento,I-TEQ-PCDD/F,Precisione ed giustezza,1.984,,,1.84,ng/kg
Sx32i-2025,sedimento,I-TEQ-PCDD/F,Precisione ed giustezza,1.984,,,2.00,ng/kg
Sx33i-2025,sedimento,I-TEQ-PCDD/F,Precisione ed giustezza,1.984,,,1.82,ng/kg
Sx34i-2025,sedimento,I-TEQ-PCDD/F,Precisione ed giustezza,1.984,,,2.05,ng/kg
,terreno,OMS-TEQ-PCDD/F,LOQ,,,,0.5,ng/kg
,terreno,OMS-TEQ-PCDD/F,Intervallo di lavoro,,0.5,912,,ng/kg
Tx23a-2025,terreno,OMS-TEQ-PCDD/F,Precisione ed giustezza,0.456,,,0.441,ng/kg
Tx24a-2025,terreno,OMS-TEQ-PCDD/F,Precisione ed giustezza,0.456,,,0.480,ng/kg
Tx25a-2025,terreno,OMS-TEQ-PCDD/F,Precisione ed giustezza,0.456,,,0.477,ng/kg
Tx26a-2025,terreno,OMS-TEQ-PCDD/F,Precisione ed giustezza,0.456,,,0.444,ng/kg
Tx27a-2025,terreno,OMS-TEQ-PCDD/F,Precisione ed giustezza,0.456,,,0.452,ng/kg
Tx28a-2025,terreno,OMS-TEQ-PCDD/F,Precisione ed giustezza,0.456,,,0.469,ng/kg
Tx2xa-2025,terreno,OMS-TEQ-PCDD/F,Precisione ed giustezza,2.281,,,2.16,ng/kg
Tx30a-2025,terreno,OMS-TEQ-PCDD/F,Precisione ed giustezza,2.281,,,2.09,ng/kg
Tx31a-2025,terreno,OMS-TEQ-PCDD/F,Precisione ed giustezza,2.281,,,2.11,ng/kg
Tx32a-2025,terreno,OMS-TEQ-PCDD/F,Precisione ed giustezza,2.281,,,2.32,ng/kg
Tx33a-2025,terreno,OMS-TEQ-PCDD/F,Precisione ed giustezza,2.281,,,2.34,ng/kg
Tx34a-2025,terreno,OMS-TEQ-PCDD/F,Precisione ed giustezza,2.281,,,2.26,ng/kg
,sedimento,OMS-TEQ-PCDD/F,LOQ,,,,0.5,ng/kg
,sedimento,OMS-TEQ-PCDD/F,Intervallo di lavoro,,0.4,912,,ng/kg
Sx23i-2025,sedimento,OMS-TEQ-PCDD/F,Precisione ed giustezza,0.443,,,0.441,ng/kg
Sx24i-2025,sedimento,OMS-TEQ-PCDD/F,Precisione ed giustezza,0.443,,,0.480,ng/kg
Sx25i-2025,sedimento,OMS-TEQ-PCDD/F,Precisione ed giustezza,0.443,,,0.477,ng/kg
Sx26i-2025,sedimento,OMS-TEQ-PCDD/F,Precisione ed giustezza,0.443,,,0.444,ng/kg
Sx27i-2025,sedimento,OMS-TEQ-PCDD/F,Precisione ed giustezza,0.443,,,0.452,ng/kg
Sx28i-2025,sedimento,OMS-TEQ-PCDD/F,Precisione ed giustezza,0.443,,,0.469,ng/kg
Sx2xi-2025,sedimento,OMS-TEQ-PCDD/F,Precisione ed giustezza,2.179,,,2.16,ng/kg
Sx30i-2025,sedimento,OMS-TEQ-PCDD/F,Precisione ed giustezza,2.179,,,2.09,ng/kg
Sx31i-2025,sedimento,OMS-TEQ-PCDD/F,Precisione ed giustezza,2.179,,,2.11,ng/kg
Sx32i-2025,sedimento,OMS-TEQ-PCDD/F,Precisione ed giustezza,2.179,,,2.32,ng/kg
Sx33i-2025,sedimento,OMS-TEQ-PCDD/F,Precisione ed giustezza,2.179,,,2.34,ng/kg
Sx34i-2025,sedimento,OMS-TEQ-PCDD/F,Precisione ed giustezza,2.179,,,2.26,ng/kg
